lead_id,created_date,region,channel,campaign_id,lead_status,mql_date,sql_date,converted_account_id
LEAD-102177,2025-03-13,APAC,Webinar,CMP-1028,MQL,2025-03-24,,ACC-0189
LEAD-102178,2024-06-05,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-102179,2024-09-20,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102180,2025-04-09,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102181,2025-09-12,EMEA,Paid Search,CMP-1016,SQL,2025-09-29,2025-10-04,ACC-0190
LEAD-102182,2024-07-13,APAC,LinkedIn,CMP-1001,MQL,2024-07-26,,ACC-0250
LEAD-102183,2025-03-01,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102184,2025-01-17,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102185,2025-10-18,EMEA,Partners,CMP-1019,MQL,2025-10-23,,ACC-0024
LEAD-102186,2025-08-02,APAC,LinkedIn,CMP-1006,SQL,2025-08-12,2025-09-03,ACC-0040
LEAD-102187,2025-05-15,EMEA,Partners,CMP-1021,Lead,,,
LEAD-102188,2025-12-14,NA,Webinar,CMP-1002,Lead,,,
LEAD-102189,2025-03-10,NA,LinkedIn,CMP-1024,MQL,2025-03-23,,
LEAD-102190,2025-11-23,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-102191,2025-10-22,APAC,Partners,CMP-1005,Lead,,,
LEAD-102192,2025-04-11,APAC,Webinar,CMP-1022,SQL,2025-05-01,2025-05-01,ACC-0218
LEAD-102193,2024-04-04,EMEA,Partners,CMP-1021,Lead,,,
LEAD-102194,2025-01-28,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102195,2024-03-23,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-102196,2025-03-09,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-102197,2024-09-15,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-102198,2025-06-29,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102199,2025-08-23,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102200,2024-04-01,NA,Display,CMP-1004,Lead,,,
LEAD-102201,2024-12-18,NA,Partners,CMP-1027,MQL,2025-01-01,,
LEAD-102202,2024-01-07,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-102203,2024-01-02,NA,Display,CMP-1004,MQL,2024-01-20,,ACC-0056
LEAD-102204,2024-10-22,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-102205,2024-06-29,EMEA,Partners,CMP-1012,SQL,2024-07-16,2024-07-20,ACC-0167
LEAD-102206,2024-04-22,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-102207,2024-08-05,APAC,LinkedIn,CMP-1006,MQL,2024-08-13,,ACC-0018
LEAD-102208,2025-02-22,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-102209,2025-10-01,NA,Display,CMP-1004,Lead,,,
LEAD-102210,2024-06-19,NA,Webinar,CMP-1003,Lead,,,
LEAD-102211,2025-01-21,NA,Display,CMP-1004,Lead,,,
LEAD-102212,2024-12-16,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-102213,2025-05-04,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-102214,2024-04-13,APAC,LinkedIn,CMP-1001,MQL,2024-04-15,,
LEAD-102215,2024-02-12,NA,Display,CMP-1004,MQL,2024-02-26,,
LEAD-102216,2024-09-29,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102217,2024-12-11,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-102218,2025-01-14,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102219,2024-11-18,NA,Partners,CMP-1027,SQL,2024-12-02,2024-12-22,
LEAD-102220,2024-12-30,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102221,2024-04-12,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-102222,2025-12-16,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102223,2024-05-22,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-102224,2025-06-27,NA,Display,CMP-1009,Lead,,,
LEAD-102225,2024-09-11,EMEA,Partners,CMP-1012,Lead,,,
LEAD-102226,2025-12-03,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102227,2025-06-11,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102228,2024-01-04,EMEA,Partners,CMP-1021,Lead,,,
LEAD-102229,2024-11-25,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-102230,2024-02-16,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-102231,2025-11-25,EMEA,LinkedIn,CMP-1015,MQL,2025-12-16,,
LEAD-102232,2024-12-22,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102233,2025-05-02,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102234,2024-04-12,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-102235,2025-09-13,NA,Webinar,CMP-1007,Lead,,,
LEAD-102236,2025-06-16,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-102237,2025-05-31,NA,Webinar,CMP-1002,MQL,2025-06-11,,
LEAD-102238,2025-07-15,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102239,2025-04-01,NA,Display,CMP-1004,Lead,,,
LEAD-102240,2025-07-07,EMEA,LinkedIn,CMP-1008,SQL,2025-07-11,2025-07-23,ACC-0200
LEAD-102241,2024-01-30,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-102242,2024-11-30,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-102243,2024-10-14,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-102244,2025-11-12,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-102245,2025-11-17,NA,Display,CMP-1004,Lead,,,
LEAD-102246,2025-07-01,EMEA,Partners,CMP-1021,Lead,,,
LEAD-102247,2024-04-02,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-102248,2024-08-17,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102249,2025-09-07,NA,Webinar,CMP-1003,Lead,,,
LEAD-102250,2025-01-21,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102251,2025-01-25,EMEA,Partners,CMP-1021,Lead,,,
LEAD-102252,2025-07-29,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102253,2024-08-26,EMEA,LinkedIn,CMP-1008,SQL,2024-08-31,2024-09-10,ACC-0029
LEAD-102254,2025-08-29,APAC,LinkedIn,CMP-1030,MQL,2025-09-18,,ACC-0167
LEAD-102255,2024-11-16,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102256,2024-01-02,APAC,LinkedIn,CMP-1010,MQL,2024-01-16,,
LEAD-102257,2024-11-23,APAC,Webinar,CMP-1025,Lead,,,
LEAD-102258,2025-11-26,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102259,2025-06-16,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102260,2024-08-15,NA,Display,CMP-1004,Lead,,,
LEAD-102261,2025-07-05,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102262,2024-05-28,NA,Partners,CMP-1027,Lead,,,
LEAD-102263,2024-08-12,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-102264,2024-05-30,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-102265,2025-11-12,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102266,2025-12-20,NA,Webinar,CMP-1002,Lead,,,
LEAD-102267,2024-11-12,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-102268,2024-05-06,NA,Display,CMP-1009,Lead,,,
LEAD-102269,2025-12-24,EMEA,Partners,CMP-1019,Lead,,,
LEAD-102270,2024-08-08,EMEA,Paid Search,CMP-1016,MQL,2024-08-11,,
LEAD-102271,2024-12-07,APAC,Partners,CMP-1005,Lead,,,
LEAD-102272,2024-08-03,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102273,2024-08-18,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-102274,2024-07-02,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102275,2025-02-05,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102276,2025-11-06,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102277,2024-01-23,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-102278,2025-03-08,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102279,2024-12-22,APAC,Webinar,CMP-1025,Lead,,,
LEAD-102280,2024-03-14,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-102281,2024-10-16,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-102282,2025-12-18,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102283,2024-04-09,APAC,Partners,CMP-1005,Lead,,,
LEAD-102284,2025-08-17,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102285,2025-12-27,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102286,2024-06-16,EMEA,Partners,CMP-1019,MQL,2024-06-27,,
LEAD-102287,2024-08-02,NA,Webinar,CMP-1007,Lead,,,
LEAD-102288,2024-07-19,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-102289,2025-01-05,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-102290,2024-04-14,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102291,2024-05-31,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102292,2025-03-13,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102293,2024-02-27,NA,Display,CMP-1004,Lead,,,
LEAD-102294,2025-04-30,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-102295,2024-04-30,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-102296,2025-08-30,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102297,2025-10-04,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-102298,2024-02-04,NA,Display,CMP-1004,MQL,2024-02-25,,
LEAD-102299,2025-10-30,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-102300,2025-12-09,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-102301,2024-04-01,APAC,Webinar,CMP-1025,Lead,,,
LEAD-102302,2025-10-27,APAC,Paid Search,CMP-1013,MQL,2025-11-09,,ACC-0108
LEAD-102303,2024-04-29,NA,Webinar,CMP-1003,MQL,2024-05-17,,ACC-0123
LEAD-102304,2025-08-23,EMEA,Partners,CMP-1019,Lead,,,
LEAD-102305,2025-05-06,NA,Display,CMP-1009,Lead,,,
LEAD-102306,2024-04-06,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-102307,2025-01-28,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-102308,2025-12-20,NA,Paid Search,CMP-1014,SQL,2026-01-01,2026-01-03,
LEAD-102309,2025-07-04,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-102310,2025-12-18,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-102311,2025-07-03,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-102312,2025-05-15,NA,Webinar,CMP-1003,Lead,,,
LEAD-102313,2025-08-21,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-102314,2025-10-29,NA,Display,CMP-1004,Lead,,,
LEAD-102315,2024-07-31,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102316,2024-07-04,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102317,2024-07-03,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-102318,2024-11-17,NA,Display,CMP-1004,MQL,2024-11-24,,ACC-0012
LEAD-102319,2024-09-19,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102320,2024-03-27,NA,Display,CMP-1004,Lead,,,
LEAD-102321,2025-01-07,NA,LinkedIn,CMP-1018,MQL,2025-01-09,,ACC-0147
LEAD-102322,2024-02-17,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-102323,2024-10-27,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102324,2024-05-23,EMEA,Partners,CMP-1019,Lead,,,
LEAD-102325,2024-11-16,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-102326,2024-12-26,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-102327,2024-08-02,EMEA,Webinar,CMP-1023,MQL,2024-08-11,,ACC-0097
LEAD-102328,2024-05-25,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102329,2024-08-08,APAC,Partners,CMP-1005,Lead,,,
LEAD-102330,2024-08-09,EMEA,Partners,CMP-1019,Lead,,,
LEAD-102331,2024-05-11,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-102332,2024-03-17,NA,LinkedIn,CMP-1018,SQL,2024-03-24,2024-04-21,ACC-0221
LEAD-102333,2024-09-17,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102334,2025-12-12,APAC,Partners,CMP-1005,Lead,,,
LEAD-102335,2024-03-13,EMEA,Partners,CMP-1021,Lead,,,
LEAD-102336,2025-10-10,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-102337,2025-01-16,EMEA,Partners,CMP-1019,Lead,,,
LEAD-102338,2025-06-07,EMEA,Webinar,CMP-1020,MQL,2025-06-19,,
LEAD-102339,2025-03-20,APAC,Paid Search,CMP-1013,MQL,2025-03-24,,ACC-0012
LEAD-102340,2025-06-28,NA,Display,CMP-1004,Lead,,,
LEAD-102341,2025-02-20,NA,Webinar,CMP-1003,Lead,,,
LEAD-102342,2024-04-01,EMEA,Partners,CMP-1012,Lead,,,
LEAD-102343,2024-10-06,APAC,Partners,CMP-1005,Lead,,,
LEAD-102344,2024-08-19,NA,Display,CMP-1009,SQL,2024-08-28,2024-09-22,
LEAD-102345,2024-05-06,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-102346,2024-11-09,EMEA,Partners,CMP-1019,Lead,,,
LEAD-102347,2025-05-16,NA,Display,CMP-1004,Lead,,,
LEAD-102348,2025-12-18,EMEA,Partners,CMP-1019,Lead,,,
LEAD-102349,2025-07-18,NA,Display,CMP-1009,Lead,,,
LEAD-102350,2024-02-19,APAC,LinkedIn,CMP-1006,MQL,2024-02-26,,ACC-0009
LEAD-102351,2025-11-25,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-102352,2025-08-31,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-102353,2025-05-03,EMEA,Partners,CMP-1019,SQL,2025-05-21,2025-05-22,
LEAD-102354,2024-05-26,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102355,2024-09-30,NA,Webinar,CMP-1002,Lead,,,
LEAD-102356,2025-10-16,EMEA,Partners,CMP-1012,Lead,,,
LEAD-102357,2024-09-12,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102358,2025-12-24,EMEA,LinkedIn,CMP-1015,MQL,2026-01-09,,ACC-0083
LEAD-102359,2024-10-09,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102360,2024-08-22,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102361,2024-03-30,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102362,2024-11-16,APAC,Webinar,CMP-1028,SQL,2024-11-25,2024-12-01,ACC-0215
LEAD-102363,2024-02-28,NA,Webinar,CMP-1003,Lead,,,
LEAD-102364,2025-07-21,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102365,2024-01-11,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102366,2024-05-19,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-102367,2025-12-02,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102368,2025-12-15,NA,Display,CMP-1004,Lead,,,
LEAD-102369,2025-09-23,NA,Webinar,CMP-1007,Lead,,,
LEAD-102370,2024-01-08,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-102371,2025-07-01,NA,LinkedIn,CMP-1024,MQL,2025-07-19,,
LEAD-102372,2024-02-13,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-102373,2024-06-21,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102374,2025-06-20,APAC,Paid Search,CMP-1029,SQL,2025-06-26,2025-08-01,ACC-0159
LEAD-102375,2024-02-22,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102376,2024-06-23,EMEA,Partners,CMP-1012,Lead,,,
LEAD-102377,2024-12-12,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102378,2025-07-06,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102379,2024-04-30,APAC,LinkedIn,CMP-1010,SQL,2024-05-08,2024-05-10,
LEAD-102380,2025-08-05,APAC,Paid Search,CMP-1013,SQL,2025-08-23,2025-08-17,
LEAD-102381,2025-09-24,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102382,2024-12-30,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-102383,2024-12-02,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102384,2024-01-06,EMEA,Partners,CMP-1012,Lead,,,
LEAD-102385,2024-07-09,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102386,2024-04-13,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102387,2024-03-27,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-102388,2024-06-06,NA,Paid Search,CMP-1014,MQL,2024-06-12,,
LEAD-102389,2024-09-13,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-102390,2025-01-18,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102391,2024-07-05,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-102392,2024-04-21,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-102393,2025-03-25,APAC,LinkedIn,CMP-1006,MQL,2025-03-27,,ACC-0023
LEAD-102394,2025-12-27,NA,Webinar,CMP-1007,SQL,2026-01-02,2026-01-31,ACC-0097
LEAD-102395,2024-12-05,APAC,Paid Search,CMP-1029,MQL,2024-12-22,,
LEAD-102396,2024-09-29,NA,Display,CMP-1004,Lead,,,
LEAD-102397,2025-07-17,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-102398,2024-05-10,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-102399,2025-02-13,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-102400,2025-02-02,APAC,Partners,CMP-1005,SQL,2025-02-04,2025-02-20,ACC-0202
LEAD-102401,2025-05-27,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-102402,2024-08-30,NA,Webinar,CMP-1002,Lead,,,
LEAD-102403,2024-12-16,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102404,2024-01-09,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102405,2024-10-15,EMEA,Paid Search,CMP-1016,SQL,2024-11-05,2024-11-03,
LEAD-102406,2024-07-10,EMEA,LinkedIn,CMP-1008,SQL,2024-07-20,2024-08-04,
LEAD-102407,2025-03-15,NA,Webinar,CMP-1007,Lead,,,
LEAD-102408,2024-04-15,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-102409,2025-09-17,APAC,LinkedIn,CMP-1006,MQL,2025-09-23,,ACC-0035
LEAD-102410,2024-05-15,APAC,Paid Search,CMP-1013,MQL,2024-05-21,,ACC-0120
LEAD-102411,2025-09-23,NA,Webinar,CMP-1007,SQL,2025-10-08,2025-11-05,ACC-0071
LEAD-102412,2025-10-10,EMEA,LinkedIn,CMP-1008,SQL,2025-10-13,2025-11-21,ACC-0149
LEAD-102413,2024-02-22,APAC,LinkedIn,CMP-1010,SQL,2024-03-06,2024-03-29,ACC-0044
LEAD-102414,2024-02-18,APAC,LinkedIn,CMP-1006,SQL,2024-03-01,2024-03-12,ACC-0238
LEAD-102415,2024-10-13,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102416,2025-03-17,APAC,LinkedIn,CMP-1006,MQL,2025-03-29,,ACC-0233
LEAD-102417,2024-04-09,APAC,Webinar,CMP-1022,MQL,2024-04-15,,ACC-0035
LEAD-102418,2025-01-05,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-102419,2025-06-25,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-102420,2025-10-27,NA,Display,CMP-1009,SQL,2025-11-01,2025-11-14,
LEAD-102421,2025-09-08,NA,Display,CMP-1004,MQL,2025-09-16,,ACC-0027
LEAD-102422,2025-04-01,APAC,LinkedIn,CMP-1030,MQL,2025-04-22,,ACC-0240
LEAD-102423,2025-04-30,APAC,Webinar,CMP-1025,MQL,2025-05-03,,ACC-0066
LEAD-102424,2025-03-04,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-102425,2025-07-27,EMEA,Partners,CMP-1012,Lead,,,
LEAD-102426,2025-04-04,EMEA,Partners,CMP-1021,Lead,,,
LEAD-102427,2025-03-22,NA,Webinar,CMP-1003,Lead,,,
LEAD-102428,2025-06-20,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102429,2024-01-23,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-102430,2025-12-14,APAC,Partners,CMP-1005,Lead,,,
LEAD-102431,2025-08-02,NA,Webinar,CMP-1002,Lead,,,
LEAD-102432,2025-12-11,NA,Webinar,CMP-1007,Lead,,,
LEAD-102433,2025-02-11,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-102434,2025-06-09,NA,Webinar,CMP-1003,MQL,2025-06-23,,ACC-0039
LEAD-102435,2025-02-03,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102436,2024-07-30,APAC,LinkedIn,CMP-1006,MQL,2024-08-19,,
LEAD-102437,2025-06-09,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-102438,2025-06-21,NA,Display,CMP-1009,Lead,,,
LEAD-102439,2024-08-13,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102440,2025-07-19,NA,Display,CMP-1004,SQL,2025-07-28,2025-08-16,ACC-0140
LEAD-102441,2024-05-31,APAC,Paid Search,CMP-1029,SQL,2024-06-03,2024-06-25,
LEAD-102442,2024-08-03,NA,LinkedIn,CMP-1018,MQL,2024-08-24,,
LEAD-102443,2024-11-28,NA,Webinar,CMP-1003,Lead,,,
LEAD-102444,2025-07-16,NA,Display,CMP-1009,Lead,,,
LEAD-102445,2025-02-22,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-102446,2024-11-28,NA,Webinar,CMP-1002,Lead,,,
LEAD-102447,2024-01-11,NA,Partners,CMP-1027,Lead,,,
LEAD-102448,2024-10-13,APAC,LinkedIn,CMP-1006,SQL,2024-11-02,2024-10-29,
LEAD-102449,2025-12-05,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102450,2024-09-20,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102451,2025-09-10,NA,LinkedIn,CMP-1018,SQL,2025-09-22,2025-10-07,ACC-0002
LEAD-102452,2025-10-06,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-102453,2025-02-08,APAC,Partners,CMP-1005,Lead,,,
LEAD-102454,2025-03-20,EMEA,Partners,CMP-1012,MQL,2025-04-06,,ACC-0165
LEAD-102455,2024-07-08,NA,Partners,CMP-1027,Lead,,,
LEAD-102456,2024-07-12,EMEA,Partners,CMP-1019,Lead,,,
LEAD-102457,2024-07-03,EMEA,Partners,CMP-1021,Lead,,,
LEAD-102458,2024-11-13,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-102459,2025-02-07,APAC,Webinar,CMP-1022,Lead,,,
LEAD-102460,2024-03-12,APAC,Partners,CMP-1005,SQL,2024-03-26,2024-03-28,
LEAD-102461,2024-05-20,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-102462,2024-01-13,EMEA,Webinar,CMP-1020,SQL,2024-01-18,2024-01-23,
LEAD-102463,2025-10-21,APAC,LinkedIn,CMP-1030,SQL,2025-10-25,2025-11-17,ACC-0031
LEAD-102464,2025-10-04,EMEA,Webinar,CMP-1020,MQL,2025-10-09,,ACC-0170
LEAD-102465,2024-12-12,APAC,Webinar,CMP-1028,Lead,,,
LEAD-102466,2024-07-26,APAC,Partners,CMP-1005,Lead,,,
LEAD-102467,2025-07-30,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-102468,2024-06-16,APAC,LinkedIn,CMP-1010,SQL,2024-06-19,2024-07-30,
LEAD-102469,2025-10-04,NA,LinkedIn,CMP-1018,MQL,2025-10-09,,ACC-0113
LEAD-102470,2024-04-15,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-102471,2025-03-01,APAC,Partners,CMP-1005,SQL,2025-03-10,2025-04-07,ACC-0150
LEAD-102472,2024-12-27,EMEA,Partners,CMP-1021,Lead,,,
LEAD-102473,2025-12-01,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102474,2024-04-25,EMEA,Paid Search,CMP-1016,SQL,2024-04-30,2024-05-23,ACC-0065
LEAD-102475,2025-09-22,EMEA,Webinar,CMP-1011,MQL,2025-09-26,,
LEAD-102476,2025-09-11,APAC,Partners,CMP-1005,MQL,2025-10-02,,ACC-0213
LEAD-102477,2025-03-11,APAC,Partners,CMP-1005,Lead,,,
LEAD-102478,2025-12-04,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102479,2024-10-20,EMEA,Partners,CMP-1012,Lead,,,
LEAD-102480,2024-10-04,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102481,2025-01-12,APAC,LinkedIn,CMP-1030,MQL,2025-01-16,,
LEAD-102482,2024-06-01,APAC,Webinar,CMP-1025,Lead,,,
LEAD-102483,2024-11-23,APAC,Partners,CMP-1005,Lead,,,
LEAD-102484,2025-05-04,NA,Partners,CMP-1027,MQL,2025-05-14,,ACC-0136
LEAD-102485,2024-11-26,APAC,Partners,CMP-1005,SQL,2024-12-08,2025-01-06,ACC-0002
LEAD-102486,2025-12-11,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102487,2025-10-13,EMEA,Webinar,CMP-1011,MQL,2025-10-22,,ACC-0050
LEAD-102488,2025-07-16,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-102489,2025-05-19,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-102490,2024-08-23,APAC,Paid Search,CMP-1013,MQL,2024-09-10,,ACC-0114
LEAD-102491,2025-12-11,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-102492,2025-12-20,NA,Webinar,CMP-1003,SQL,2025-12-22,2026-01-22,ACC-0050
LEAD-102493,2024-05-16,APAC,LinkedIn,CMP-1030,MQL,2024-05-29,,
LEAD-102494,2024-05-22,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-102495,2025-07-18,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-102496,2024-09-05,NA,Webinar,CMP-1007,Lead,,,
LEAD-102497,2024-02-27,NA,LinkedIn,CMP-1024,MQL,2024-03-04,,ACC-0120
LEAD-102498,2024-01-27,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-102499,2025-01-15,NA,Webinar,CMP-1002,Lead,,,
LEAD-102500,2025-11-09,EMEA,Partners,CMP-1019,MQL,2025-11-16,,ACC-0042
LEAD-102501,2025-01-09,APAC,Partners,CMP-1005,SQL,2025-01-29,2025-02-14,ACC-0017
LEAD-102502,2024-07-05,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-102503,2025-06-24,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-102504,2025-04-26,NA,Paid Search,CMP-1014,Lead,,,
LEAD-102505,2025-03-30,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-102506,2024-01-14,APAC,LinkedIn,CMP-1010,SQL,2024-01-17,2024-02-04,ACC-0108
LEAD-102507,2024-01-12,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-102508,2025-11-27,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-102509,2025-12-29,NA,Partners,CMP-1027,Lead,,,
LEAD-102510,2025-08-08,NA,LinkedIn,CMP-1017,SQL,2025-08-15,2025-09-04,
