shipment_id,ship_date,region,account_id,doctor_id,product_line,cases_shipped
SHP-301299,2025-04-12,EMEA,ACC-0091,DR-9365,Clear Aligners,6
SHP-301300,2024-11-01,APAC,ACC-0059,DR-9906,Clear Aligners,1
SHP-301301,2024-08-01,APAC,ACC-0025,DR-9985,Clear Aligners,2
SHP-301302,2025-09-20,EMEA,ACC-0227,DR-9881,Clear Aligners,5
SHP-301303,2024-07-25,APAC,ACC-0152,DR-9756,Clear Aligners,2
SHP-301304,2024-04-20,NA,ACC-0068,DR-9143,Imaging,2
SHP-301305,2025-10-01,APAC,ACC-0240,DR-9322,Clear Aligners,6
SHP-301306,2024-07-29,APAC,ACC-0112,DR-9050,Clear Aligners,3
SHP-301307,2024-07-15,EMEA,ACC-0207,DR-9193,Clear Aligners,2
SHP-301308,2024-07-29,NA,ACC-0200,DR-9763,Clear Aligners,2
SHP-301309,2024-11-14,EMEA,ACC-0213,DR-9532,Imaging,2
SHP-301310,2024-12-10,APAC,ACC-0116,DR-9029,Clear Aligners,8
SHP-301311,2024-01-24,EMEA,ACC-0035,DR-9256,Clear Aligners,1
SHP-301312,2025-03-18,APAC,ACC-0160,DR-9814,Clear Aligners,7
SHP-301313,2024-01-15,EMEA,ACC-0080,DR-9288,Clear Aligners,2
SHP-301314,2024-11-23,EMEA,ACC-0134,DR-9126,Clear Aligners,5
SHP-301315,2024-11-09,EMEA,ACC-0172,DR-9488,Scanner,2
SHP-301316,2024-06-09,NA,ACC-0226,DR-9958,Clear Aligners,7
SHP-301317,2024-10-19,EMEA,ACC-0148,DR-9250,Clear Aligners,5
SHP-301318,2025-11-07,NA,ACC-0224,DR-9713,Clear Aligners,8
SHP-301319,2024-09-12,NA,ACC-0204,DR-9597,Clear Aligners,5
SHP-301320,2024-02-24,EMEA,ACC-0026,DR-9335,Clear Aligners,8
SHP-301321,2024-06-21,NA,ACC-0066,DR-9682,Clear Aligners,1
SHP-301322,2024-06-10,APAC,ACC-0125,DR-9816,Clear Aligners,6
SHP-301323,2025-06-03,APAC,ACC-0173,DR-9464,Clear Aligners,8
SHP-301324,2024-04-24,APAC,ACC-0150,DR-9559,Clear Aligners,3
SHP-301325,2025-07-03,APAC,ACC-0025,DR-9784,Clear Aligners,2
SHP-301326,2025-08-28,APAC,ACC-0102,DR-9847,Clear Aligners,5
SHP-301327,2025-09-09,APAC,ACC-0077,DR-9084,Clear Aligners,7
SHP-301328,2025-11-25,APAC,ACC-0201,DR-9639,Clear Aligners,2
SHP-301329,2025-12-24,APAC,ACC-0001,DR-9282,Clear Aligners,6
SHP-301330,2025-02-07,NA,ACC-0161,DR-9300,Clear Aligners,5
SHP-301331,2025-03-18,NA,ACC-0090,DR-9329,Clear Aligners,3
SHP-301332,2024-08-31,EMEA,ACC-0209,DR-9006,Scanner,1
SHP-301333,2024-09-21,EMEA,ACC-0033,DR-9379,Clear Aligners,3
SHP-301334,2024-11-06,NA,ACC-0016,DR-9897,Scanner,2
SHP-301335,2025-05-22,APAC,ACC-0083,DR-9338,Clear Aligners,5
SHP-301336,2025-05-20,NA,ACC-0055,DR-9806,Scanner,1
SHP-301337,2025-05-29,APAC,ACC-0150,DR-9780,Clear Aligners,8
SHP-301338,2025-09-05,NA,ACC-0022,DR-9782,Clear Aligners,1
SHP-301339,2024-05-07,EMEA,ACC-0088,DR-9308,Scanner,2
SHP-301340,2025-04-07,EMEA,ACC-0188,DR-9766,Imaging,1
SHP-301341,2025-03-09,APAC,ACC-0152,DR-9776,Clear Aligners,6
SHP-301342,2024-02-15,APAC,ACC-0045,DR-9929,Clear Aligners,1
SHP-301343,2024-02-28,NA,ACC-0238,DR-9317,Scanner,1
SHP-301344,2025-04-17,APAC,ACC-0245,DR-9728,Clear Aligners,1
SHP-301345,2025-10-12,APAC,ACC-0190,DR-9276,Clear Aligners,7
SHP-301346,2024-02-13,APAC,ACC-0097,DR-9108,Clear Aligners,7
SHP-301347,2024-04-10,EMEA,ACC-0039,DR-9305,Clear Aligners,1
SHP-301348,2025-05-14,APAC,ACC-0201,DR-9130,Clear Aligners,2
SHP-301349,2025-01-29,EMEA,ACC-0222,DR-9358,Scanner,2
SHP-301350,2024-11-27,APAC,ACC-0024,DR-9499,Scanner,2
SHP-301351,2024-10-22,EMEA,ACC-0018,DR-9734,Clear Aligners,4
SHP-301352,2024-05-08,EMEA,ACC-0179,DR-9772,Scanner,2
SHP-301353,2025-05-16,EMEA,ACC-0085,DR-9514,Clear Aligners,6
SHP-301354,2024-04-02,APAC,ACC-0095,DR-9696,Imaging,1
SHP-301355,2025-03-09,APAC,ACC-0125,DR-9400,Imaging,1
SHP-301356,2024-12-21,EMEA,ACC-0187,DR-9479,Clear Aligners,2
SHP-301357,2025-12-10,EMEA,ACC-0143,DR-9855,Clear Aligners,7
SHP-301358,2025-11-24,NA,ACC-0217,DR-9880,Clear Aligners,7
SHP-301359,2025-02-28,EMEA,ACC-0127,DR-9596,Clear Aligners,5
SHP-301360,2024-02-14,APAC,ACC-0008,DR-9430,Clear Aligners,4
SHP-301361,2025-02-01,EMEA,ACC-0219,DR-9654,Clear Aligners,1
SHP-301362,2024-12-15,EMEA,ACC-0144,DR-9379,Clear Aligners,6
SHP-301363,2024-05-02,NA,ACC-0068,DR-9119,Clear Aligners,2
SHP-301364,2024-08-12,EMEA,ACC-0115,DR-9342,Clear Aligners,7
SHP-301365,2024-07-11,NA,ACC-0220,DR-9267,Clear Aligners,6
SHP-301366,2024-03-17,APAC,ACC-0140,DR-9382,Clear Aligners,7
SHP-301367,2025-09-13,NA,ACC-0022,DR-9607,Clear Aligners,3
SHP-301368,2024-03-24,EMEA,ACC-0133,DR-9656,Imaging,2
SHP-301369,2025-08-04,EMEA,ACC-0219,DR-9756,Clear Aligners,5
SHP-301370,2025-07-25,NA,ACC-0147,DR-9716,Scanner,2
SHP-301371,2025-08-16,APAC,ACC-0174,DR-9311,Clear Aligners,8
SHP-301372,2025-08-07,NA,ACC-0036,DR-9519,Scanner,2
SHP-301373,2024-07-21,EMEA,ACC-0044,DR-9435,Clear Aligners,4
SHP-301374,2024-02-29,NA,ACC-0204,DR-9506,Clear Aligners,1
SHP-301375,2024-09-23,EMEA,ACC-0064,DR-9398,Clear Aligners,3
SHP-301376,2024-07-03,NA,ACC-0211,DR-9833,Scanner,1
SHP-301377,2025-03-08,EMEA,ACC-0026,DR-9240,Clear Aligners,1
SHP-301378,2024-05-03,EMEA,ACC-0146,DR-9288,Clear Aligners,7
SHP-301379,2025-08-23,NA,ACC-0212,DR-9784,Imaging,1
SHP-301380,2024-04-23,EMEA,ACC-0134,DR-9208,Clear Aligners,2
SHP-301381,2025-09-12,APAC,ACC-0121,DR-9845,Clear Aligners,7
SHP-301382,2024-09-06,NA,ACC-0185,DR-9698,Clear Aligners,1
SHP-301383,2025-06-20,EMEA,ACC-0180,DR-9354,Clear Aligners,4
SHP-301384,2025-02-01,APAC,ACC-0106,DR-9807,Clear Aligners,3
SHP-301385,2024-06-26,EMEA,ACC-0026,DR-9423,Clear Aligners,4
SHP-301386,2024-12-22,NA,ACC-0066,DR-9211,Clear Aligners,6
SHP-301387,2025-05-17,EMEA,ACC-0208,DR-9400,Clear Aligners,5
SHP-301388,2024-06-19,EMEA,ACC-0146,DR-9533,Scanner,2
SHP-301389,2024-03-07,APAC,ACC-0216,DR-9305,Clear Aligners,1
SHP-301390,2025-12-27,EMEA,ACC-0021,DR-9875,Clear Aligners,3
SHP-301391,2025-04-25,EMEA,ACC-0044,DR-9223,Clear Aligners,3
SHP-301392,2024-11-11,EMEA,ACC-0038,DR-9178,Scanner,2
SHP-301393,2024-11-07,APAC,ACC-0034,DR-9390,Scanner,1
SHP-301394,2024-11-28,NA,ACC-0002,DR-9742,Clear Aligners,4
SHP-301395,2024-12-15,APAC,ACC-0125,DR-9082,Scanner,1
SHP-301396,2025-07-24,NA,ACC-0224,DR-9770,Clear Aligners,3
SHP-301397,2024-01-14,EMEA,ACC-0081,DR-9854,Imaging,1
SHP-301398,2025-12-04,EMEA,ACC-0069,DR-9877,Scanner,2
SHP-301399,2025-06-01,APAC,ACC-0104,DR-9422,Clear Aligners,3
SHP-301400,2025-11-08,APAC,ACC-0046,DR-9342,Clear Aligners,4
SHP-301401,2025-10-27,EMEA,ACC-0023,DR-9895,Imaging,1
SHP-301402,2025-12-28,NA,ACC-0002,DR-9671,Clear Aligners,3
SHP-301403,2025-05-29,EMEA,ACC-0039,DR-9477,Scanner,2
SHP-301404,2025-09-09,EMEA,ACC-0047,DR-9961,Clear Aligners,4
SHP-301405,2025-10-14,APAC,ACC-0029,DR-9394,Clear Aligners,7
SHP-301406,2024-08-22,EMEA,ACC-0031,DR-9737,Clear Aligners,5
SHP-301407,2025-05-06,NA,ACC-0212,DR-9075,Clear Aligners,4
SHP-301408,2024-06-11,APAC,ACC-0232,DR-9869,Clear Aligners,6
SHP-301409,2025-08-18,NA,ACC-0123,DR-9344,Clear Aligners,1
SHP-301410,2024-07-16,EMEA,ACC-0069,DR-9700,Clear Aligners,8
SHP-301411,2025-09-17,APAC,ACC-0098,DR-9177,Clear Aligners,5
SHP-301412,2024-02-01,NA,ACC-0211,DR-9502,Scanner,2
SHP-301413,2024-08-11,EMEA,ACC-0128,DR-9705,Clear Aligners,4
SHP-301414,2025-11-13,EMEA,ACC-0198,DR-9675,Clear Aligners,4
SHP-301415,2024-06-08,APAC,ACC-0174,DR-9757,Clear Aligners,6
SHP-301416,2024-05-09,NA,ACC-0099,DR-9458,Scanner,2
SHP-301417,2025-02-28,APAC,ACC-0046,DR-9100,Clear Aligners,6
SHP-301418,2024-02-18,NA,ACC-0158,DR-9848,Scanner,1
SHP-301419,2024-02-25,APAC,ACC-0116,DR-9513,Clear Aligners,8
SHP-301420,2025-07-22,APAC,ACC-0216,DR-9808,Clear Aligners,2
SHP-301421,2024-05-08,EMEA,ACC-0180,DR-9791,Clear Aligners,7
SHP-301422,2024-12-03,NA,ACC-0005,DR-9869,Clear Aligners,5
SHP-301423,2025-07-08,EMEA,ACC-0108,DR-9512,Clear Aligners,6
SHP-301424,2024-06-12,APAC,ACC-0098,DR-9613,Scanner,1
SHP-301425,2025-06-03,NA,ACC-0156,DR-9173,Clear Aligners,1
SHP-301426,2025-12-31,EMEA,ACC-0031,DR-9123,Clear Aligners,5
SHP-301427,2025-08-24,NA,ACC-0061,DR-9508,Clear Aligners,7
SHP-301428,2024-10-01,NA,ACC-0052,DR-9251,Clear Aligners,7
SHP-301429,2024-03-27,NA,ACC-0147,DR-9360,Clear Aligners,8
SHP-301430,2025-02-27,APAC,ACC-0104,DR-9140,Scanner,1
SHP-301431,2024-05-17,NA,ACC-0230,DR-9824,Clear Aligners,7
SHP-301432,2024-04-21,NA,ACC-0184,DR-9671,Scanner,2
SHP-301433,2025-11-03,NA,ACC-0101,DR-9951,Clear Aligners,1
SHP-301434,2024-05-14,NA,ACC-0153,DR-9575,Clear Aligners,5
SHP-301435,2025-08-17,NA,ACC-0185,DR-9194,Scanner,2
SHP-301436,2024-11-23,EMEA,ACC-0044,DR-9853,Clear Aligners,7
SHP-301437,2025-02-08,APAC,ACC-0097,DR-9902,Clear Aligners,4
SHP-301438,2025-07-09,APAC,ACC-0086,DR-9447,Clear Aligners,6
SHP-301439,2025-10-02,EMEA,ACC-0225,DR-9795,Clear Aligners,1
SHP-301440,2025-12-25,APAC,ACC-0017,DR-9871,Scanner,1
SHP-301441,2025-12-15,APAC,ACC-0046,DR-9354,Clear Aligners,7
SHP-301442,2025-03-30,APAC,ACC-0240,DR-9145,Clear Aligners,4
SHP-301443,2025-07-31,NA,ACC-0068,DR-9996,Clear Aligners,6
SHP-301444,2025-08-28,APAC,ACC-0221,DR-9392,Scanner,1
SHP-301445,2024-04-29,APAC,ACC-0174,DR-9291,Clear Aligners,2
SHP-301446,2024-06-06,EMEA,ACC-0199,DR-9031,Clear Aligners,7
SHP-301447,2025-01-27,APAC,ACC-0249,DR-9793,Clear Aligners,6
SHP-301448,2025-11-18,APAC,ACC-0087,DR-9035,Clear Aligners,8
SHP-301449,2025-07-01,EMEA,ACC-0038,DR-9958,Clear Aligners,8
SHP-301450,2024-05-19,EMEA,ACC-0247,DR-9143,Clear Aligners,1
SHP-301451,2024-08-16,NA,ACC-0200,DR-9729,Imaging,1
SHP-301452,2025-07-17,NA,ACC-0130,DR-9102,Imaging,1
SHP-301453,2024-06-10,NA,ACC-0191,DR-9934,Clear Aligners,7
SHP-301454,2025-02-09,APAC,ACC-0194,DR-9438,Scanner,1
SHP-301455,2025-03-29,NA,ACC-0226,DR-9017,Clear Aligners,4
SHP-301456,2025-10-24,APAC,ACC-0176,DR-9302,Clear Aligners,5
SHP-301457,2025-05-30,EMEA,ACC-0124,DR-9917,Clear Aligners,7
SHP-301458,2025-01-05,APAC,ACC-0097,DR-9000,Clear Aligners,8
SHP-301459,2025-10-17,NA,ACC-0002,DR-9644,Clear Aligners,1
SHP-301460,2024-12-21,APAC,ACC-0034,DR-9877,Clear Aligners,6
SHP-301461,2025-05-17,NA,ACC-0223,DR-9859,Scanner,1
SHP-301462,2025-08-26,APAC,ACC-0102,DR-9489,Clear Aligners,1
SHP-301463,2024-11-21,APAC,ACC-0150,DR-9838,Clear Aligners,8
SHP-301464,2024-07-25,APAC,ACC-0245,DR-9077,Clear Aligners,7
SHP-301465,2024-09-14,EMEA,ACC-0135,DR-9005,Clear Aligners,6
SHP-301466,2024-10-04,APAC,ACC-0216,DR-9915,Imaging,2
SHP-301467,2024-09-03,APAC,ACC-0037,DR-9051,Clear Aligners,6
SHP-301468,2025-06-13,NA,ACC-0005,DR-9439,Imaging,1
SHP-301469,2024-02-29,APAC,ACC-0233,DR-9338,Scanner,1
SHP-301470,2024-04-06,APAC,ACC-0165,DR-9603,Clear Aligners,3
SHP-301471,2025-03-08,APAC,ACC-0059,DR-9429,Scanner,1
SHP-301472,2024-11-19,EMEA,ACC-0018,DR-9507,Clear Aligners,1
SHP-301473,2025-12-03,EMEA,ACC-0047,DR-9335,Clear Aligners,1
SHP-301474,2024-11-09,APAC,ACC-0059,DR-9092,Clear Aligners,5
SHP-301475,2025-01-30,APAC,ACC-0070,DR-9323,Clear Aligners,8
SHP-301476,2024-01-14,NA,ACC-0096,DR-9072,Clear Aligners,1
SHP-301477,2024-02-05,APAC,ACC-0083,DR-9531,Clear Aligners,6
SHP-301478,2024-09-20,APAC,ACC-0136,DR-9939,Clear Aligners,4
SHP-301479,2025-10-07,NA,ACC-0051,DR-9508,Clear Aligners,5
SHP-301480,2024-09-06,EMEA,ACC-0207,DR-9771,Scanner,1
SHP-301481,2025-08-10,NA,ACC-0043,DR-9033,Clear Aligners,5
SHP-301482,2024-04-17,APAC,ACC-0046,DR-9588,Clear Aligners,6
SHP-301483,2025-08-12,APAC,ACC-0097,DR-9069,Clear Aligners,4
SHP-301484,2024-05-26,EMEA,ACC-0148,DR-9982,Clear Aligners,1
SHP-301485,2024-12-24,EMEA,ACC-0248,DR-9954,Clear Aligners,5
SHP-301486,2025-11-01,NA,ACC-0217,DR-9179,Scanner,2
SHP-301487,2025-10-07,NA,ACC-0132,DR-9088,Clear Aligners,1
SHP-301488,2024-07-20,EMEA,ACC-0062,DR-9615,Scanner,2
SHP-301489,2024-01-15,EMEA,ACC-0143,DR-9170,Clear Aligners,5
SHP-301490,2024-03-05,APAC,ACC-0175,DR-9321,Scanner,2
SHP-301491,2025-09-28,APAC,ACC-0116,DR-9840,Clear Aligners,1
SHP-301492,2025-11-30,EMEA,ACC-0021,DR-9790,Clear Aligners,3
SHP-301493,2024-09-09,EMEA,ACC-0085,DR-9726,Clear Aligners,8
SHP-301494,2025-11-26,EMEA,ACC-0031,DR-9479,Clear Aligners,7
SHP-301495,2025-03-16,EMEA,ACC-0040,DR-9647,Clear Aligners,7
SHP-301496,2024-06-18,EMEA,ACC-0148,DR-9536,Scanner,2
SHP-301497,2024-03-13,EMEA,ACC-0028,DR-9799,Scanner,2
SHP-301498,2024-01-18,APAC,ACC-0007,DR-9577,Clear Aligners,8
SHP-301499,2025-07-17,EMEA,ACC-0188,DR-9472,Clear Aligners,5
SHP-301500,2024-10-24,APAC,ACC-0037,DR-9668,Clear Aligners,4
SHP-301501,2024-01-22,APAC,ACC-0003,DR-9522,Clear Aligners,4
SHP-301502,2025-02-21,EMEA,ACC-0213,DR-9707,Clear Aligners,4
SHP-301503,2025-10-10,EMEA,ACC-0134,DR-9700,Clear Aligners,8
SHP-301504,2025-12-23,NA,ACC-0109,DR-9394,Clear Aligners,7
SHP-301505,2024-09-05,NA,ACC-0211,DR-9898,Clear Aligners,1
SHP-301506,2025-04-28,EMEA,ACC-0122,DR-9955,Clear Aligners,5
SHP-301507,2025-07-26,EMEA,ACC-0058,DR-9333,Clear Aligners,2
SHP-301508,2024-08-15,APAC,ACC-0104,DR-9887,Clear Aligners,2
SHP-301509,2024-03-20,APAC,ACC-0001,DR-9521,Scanner,2
SHP-301510,2024-02-27,APAC,ACC-0105,DR-9849,Clear Aligners,8
SHP-301511,2025-02-19,EMEA,ACC-0113,DR-9505,Scanner,1
SHP-301512,2025-08-30,EMEA,ACC-0236,DR-9721,Clear Aligners,3
SHP-301513,2024-02-04,APAC,ACC-0001,DR-9060,Scanner,1
SHP-301514,2025-06-27,APAC,ACC-0183,DR-9454,Imaging,2
SHP-301515,2025-03-24,NA,ACC-0075,DR-9366,Clear Aligners,3
SHP-301516,2024-08-31,EMEA,ACC-0081,DR-9013,Clear Aligners,4
SHP-301517,2025-03-03,APAC,ACC-0106,DR-9448,Clear Aligners,8
SHP-301518,2025-06-26,NA,ACC-0166,DR-9608,Clear Aligners,3
SHP-301519,2024-09-29,NA,ACC-0155,DR-9483,Scanner,1
SHP-301520,2025-01-22,NA,ACC-0061,DR-9768,Clear Aligners,8
SHP-301521,2024-03-06,APAC,ACC-0034,DR-9414,Clear Aligners,5
SHP-301522,2025-08-13,APAC,ACC-0159,DR-9488,Scanner,2
SHP-301523,2025-12-15,NA,ACC-0230,DR-9711,Clear Aligners,5
SHP-301524,2024-11-19,EMEA,ACC-0119,DR-9364,Clear Aligners,3
SHP-301525,2024-12-29,EMEA,ACC-0004,DR-9307,Clear Aligners,5
SHP-301526,2025-11-25,EMEA,ACC-0178,DR-9843,Scanner,1
SHP-301527,2024-11-26,EMEA,ACC-0188,DR-9429,Clear Aligners,1
SHP-301528,2025-12-25,APAC,ACC-0112,DR-9533,Clear Aligners,6
SHP-301529,2024-04-16,EMEA,ACC-0227,DR-9105,Scanner,1
SHP-301530,2024-11-18,APAC,ACC-0094,DR-9487,Clear Aligners,4
SHP-301531,2024-08-25,NA,ACC-0099,DR-9352,Clear Aligners,2
SHP-301532,2024-11-23,NA,ACC-0005,DR-9293,Clear Aligners,7
SHP-301533,2025-05-21,EMEA,ACC-0108,DR-9664,Imaging,2
SHP-301534,2024-03-02,APAC,ACC-0111,DR-9768,Clear Aligners,1
SHP-301535,2025-09-15,NA,ACC-0147,DR-9516,Clear Aligners,4
SHP-301536,2024-03-10,NA,ACC-0061,DR-9228,Scanner,2
SHP-301537,2025-03-20,NA,ACC-0061,DR-9061,Clear Aligners,3
SHP-301538,2025-05-11,NA,ACC-0030,DR-9975,Clear Aligners,7
SHP-301539,2024-02-22,APAC,ACC-0152,DR-9640,Clear Aligners,5
SHP-301540,2024-12-18,NA,ACC-0200,DR-9704,Clear Aligners,4
SHP-301541,2024-07-30,NA,ACC-0167,DR-9591,Scanner,1
SHP-301542,2024-09-07,NA,ACC-0186,DR-9994,Clear Aligners,6
SHP-301543,2024-05-21,NA,ACC-0075,DR-9328,Clear Aligners,8
SHP-301544,2024-02-24,APAC,ACC-0045,DR-9324,Clear Aligners,6
SHP-301545,2025-04-26,EMEA,ACC-0210,DR-9961,Scanner,1
SHP-301546,2025-02-16,APAC,ACC-0169,DR-9556,Clear Aligners,1
SHP-301547,2025-10-17,APAC,ACC-0106,DR-9170,Clear Aligners,5
SHP-301548,2025-11-24,APAC,ACC-0182,DR-9929,Clear Aligners,3
SHP-301549,2025-04-20,NA,ACC-0005,DR-9112,Clear Aligners,7
SHP-301550,2024-06-13,NA,ACC-0204,DR-9704,Clear Aligners,7
SHP-301551,2025-08-16,NA,ACC-0043,DR-9981,Imaging,2
SHP-301552,2025-05-07,APAC,ACC-0074,DR-9824,Clear Aligners,3
SHP-301553,2024-08-08,EMEA,ACC-0047,DR-9025,Clear Aligners,4
SHP-301554,2025-12-01,NA,ACC-0147,DR-9667,Clear Aligners,5
SHP-301555,2025-04-25,APAC,ACC-0102,DR-9454,Clear Aligners,3
SHP-301556,2025-02-27,APAC,ACC-0196,DR-9584,Clear Aligners,4
SHP-301557,2024-05-05,EMEA,ACC-0148,DR-9158,Scanner,1
SHP-301558,2025-08-08,APAC,ACC-0116,DR-9092,Imaging,1
SHP-301559,2025-12-19,APAC,ACC-0157,DR-9522,Clear Aligners,1
SHP-301560,2025-02-05,NA,ACC-0211,DR-9246,Clear Aligners,5
SHP-301561,2024-04-07,NA,ACC-0153,DR-9369,Imaging,2
SHP-301562,2024-12-15,EMEA,ACC-0225,DR-9065,Clear Aligners,3
SHP-301563,2024-11-21,APAC,ACC-0171,DR-9542,Clear Aligners,4
SHP-301564,2024-03-28,APAC,ACC-0054,DR-9003,Clear Aligners,1
SHP-301565,2024-08-25,NA,ACC-0076,DR-9230,Clear Aligners,1
SHP-301566,2024-07-26,EMEA,ACC-0122,DR-9162,Imaging,1
SHP-301567,2025-03-17,EMEA,ACC-0134,DR-9334,Clear Aligners,5
SHP-301568,2025-09-19,APAC,ACC-0237,DR-9457,Clear Aligners,7
SHP-301569,2025-01-03,EMEA,ACC-0242,DR-9436,Clear Aligners,7
SHP-301570,2025-10-31,EMEA,ACC-0110,DR-9199,Clear Aligners,3
SHP-301571,2025-01-10,APAC,ACC-0106,DR-9427,Clear Aligners,3
SHP-301572,2025-07-06,NA,ACC-0228,DR-9549,Clear Aligners,6
SHP-301573,2025-01-30,APAC,ACC-0194,DR-9640,Clear Aligners,4
SHP-301574,2024-11-01,EMEA,ACC-0018,DR-9051,Clear Aligners,3
SHP-301575,2024-08-03,EMEA,ACC-0180,DR-9174,Clear Aligners,6
SHP-301576,2025-07-11,APAC,ACC-0174,DR-9533,Clear Aligners,5
SHP-301577,2025-02-08,APAC,ACC-0165,DR-9896,Clear Aligners,4
SHP-301578,2025-02-06,NA,ACC-0093,DR-9406,Clear Aligners,4
SHP-301579,2024-09-06,APAC,ACC-0008,DR-9567,Clear Aligners,5
SHP-301580,2025-01-31,EMEA,ACC-0199,DR-9480,Clear Aligners,3
SHP-301581,2025-02-07,EMEA,ACC-0209,DR-9155,Imaging,1
SHP-301582,2024-08-29,NA,ACC-0203,DR-9717,Imaging,2
SHP-301583,2024-11-15,EMEA,ACC-0210,DR-9527,Clear Aligners,5
SHP-301584,2025-11-14,EMEA,ACC-0038,DR-9584,Clear Aligners,2
SHP-301585,2025-10-08,EMEA,ACC-0122,DR-9826,Clear Aligners,4
SHP-301586,2024-09-17,APAC,ACC-0232,DR-9724,Scanner,1
SHP-301587,2025-11-27,EMEA,ACC-0084,DR-9965,Clear Aligners,2
SHP-301588,2024-03-03,APAC,ACC-0024,DR-9706,Clear Aligners,2
SHP-301589,2025-02-01,EMEA,ACC-0199,DR-9787,Clear Aligners,7
SHP-301590,2025-03-17,APAC,ACC-0098,DR-9769,Clear Aligners,3
SHP-301591,2025-06-20,EMEA,ACC-0209,DR-9857,Clear Aligners,6
SHP-301592,2024-11-09,EMEA,ACC-0085,DR-9768,Clear Aligners,1
SHP-301593,2025-06-30,NA,ACC-0066,DR-9464,Clear Aligners,7
SHP-301594,2024-06-04,EMEA,ACC-0210,DR-9588,Clear Aligners,6
SHP-301595,2024-03-18,NA,ACC-0109,DR-9106,Scanner,1
SHP-301596,2025-06-07,APAC,ACC-0087,DR-9437,Clear Aligners,2
SHP-301597,2024-02-07,EMEA,ACC-0084,DR-9792,Clear Aligners,7
SHP-301598,2024-02-14,EMEA,ACC-0039,DR-9809,Clear Aligners,1
SHP-301599,2024-07-06,EMEA,ACC-0187,DR-9912,Scanner,1
SHP-301600,2024-10-30,EMEA,ACC-0110,DR-9018,Clear Aligners,2
SHP-301601,2025-03-28,EMEA,ACC-0178,DR-9675,Clear Aligners,6
SHP-301602,2024-07-23,EMEA,ACC-0146,DR-9649,Clear Aligners,2
SHP-301603,2025-01-23,NA,ACC-0075,DR-9137,Scanner,2
SHP-301604,2024-10-11,NA,ACC-0076,DR-9024,Clear Aligners,7
SHP-301605,2025-02-02,APAC,ACC-0232,DR-9558,Clear Aligners,5
SHP-301606,2024-11-23,EMEA,ACC-0142,DR-9894,Imaging,1
SHP-301607,2024-05-31,APAC,ACC-0070,DR-9440,Imaging,2
SHP-301608,2024-02-27,EMEA,ACC-0235,DR-9933,Scanner,2
SHP-301609,2024-06-05,APAC,ACC-0218,DR-9792,Scanner,1
SHP-301610,2024-12-20,EMEA,ACC-0146,DR-9260,Clear Aligners,1
SHP-301611,2025-04-16,NA,ACC-0241,DR-9069,Clear Aligners,1
SHP-301612,2025-12-04,NA,ACC-0079,DR-9175,Clear Aligners,6
SHP-301613,2024-01-25,APAC,ACC-0152,DR-9677,Clear Aligners,1
SHP-301614,2024-12-20,EMEA,ACC-0038,DR-9767,Clear Aligners,1
SHP-301615,2025-03-11,APAC,ACC-0197,DR-9096,Clear Aligners,5
SHP-301616,2025-07-07,EMEA,ACC-0018,DR-9952,Clear Aligners,4
SHP-301617,2025-11-03,NA,ACC-0211,DR-9124,Clear Aligners,8
SHP-301618,2024-03-23,NA,ACC-0177,DR-9588,Clear Aligners,6
SHP-301619,2024-12-31,NA,ACC-0238,DR-9829,Clear Aligners,2
SHP-301620,2024-06-23,EMEA,ACC-0011,DR-9818,Clear Aligners,3
SHP-301621,2024-10-26,EMEA,ACC-0033,DR-9592,Scanner,1
SHP-301622,2024-06-09,APAC,ACC-0160,DR-9801,Clear Aligners,3
SHP-301623,2025-06-03,APAC,ACC-0097,DR-9922,Imaging,1
SHP-301624,2024-12-31,APAC,ACC-0045,DR-9185,Scanner,1
SHP-301625,2025-06-05,APAC,ACC-0205,DR-9696,Clear Aligners,6
SHP-301626,2024-05-22,APAC,ACC-0118,DR-9451,Clear Aligners,7
SHP-301627,2025-07-14,APAC,ACC-0116,DR-9995,Clear Aligners,3
SHP-301628,2025-03-03,APAC,ACC-0243,DR-9170,Clear Aligners,6
SHP-301629,2024-02-16,APAC,ACC-0170,DR-9777,Scanner,1
SHP-301630,2025-05-03,NA,ACC-0114,DR-9729,Clear Aligners,3
SHP-301631,2024-10-12,NA,ACC-0132,DR-9614,Clear Aligners,2
SHP-301632,2024-08-25,EMEA,ACC-0139,DR-9302,Scanner,1
SHP-301633,2024-02-25,EMEA,ACC-0058,DR-9987,Clear Aligners,3
SHP-301634,2025-01-09,EMEA,ACC-0179,DR-9773,Clear Aligners,3
SHP-301635,2025-05-13,APAC,ACC-0094,DR-9406,Clear Aligners,3
SHP-301636,2024-09-02,NA,ACC-0092,DR-9517,Clear Aligners,5
SHP-301637,2024-10-29,APAC,ACC-0001,DR-9934,Clear Aligners,4
SHP-301638,2025-05-08,EMEA,ACC-0044,DR-9363,Clear Aligners,5
SHP-301639,2024-08-03,EMEA,ACC-0033,DR-9606,Clear Aligners,5
SHP-301640,2024-06-07,EMEA,ACC-0225,DR-9575,Scanner,2
SHP-301641,2025-06-21,NA,ACC-0226,DR-9230,Clear Aligners,1
SHP-301642,2025-06-19,EMEA,ACC-0164,DR-9260,Clear Aligners,2
SHP-301643,2024-10-21,APAC,ACC-0025,DR-9671,Clear Aligners,4
